"","n10","n50","n100","n1000"
"169",0.271666231834921,0.598633738697131,0.747091017500532,0.68367982410722
"170",0.566081094981091,0.69214808630303,0.557558129321186,0.683933541951065
"171",0.712475819339088,0.780818068025377,0.553483798350941,0.689199104098754
"172",0.727019701201412,0.605369545781962,0.674837735727911,0.663944007735298
"173",0.370414558336659,0.640361133379766,0.656182618822221,0.649940448477866
"174",0.511001058144308,0.695154547183134,0.678396024999071,0.664648220402831
"175",0.415226952958808,0.767332457463689,0.688255648747645,0.698555432288347
"176",0.81645311937288,0.692892001312288,0.768257071133261,0.679600292821751
"177",0.453687195412837,0.604104086794145,0.616648943702777,0.653161381026097
"178",0.278062036343292,0.768884178763986,0.647140789214706,0.685132206951049
"179",0.67810565557932,0.740725910509714,0.657518659653245,0.698781296878463
"180",0.820199563112879,0.609530277544021,0.732236926826524,0.67076071090668
"181",0.292042670788228,0.642657142699013,0.684330179318215,0.669794422940936
"182",0.396784308003333,0.630029392546901,0.709031058029758,0.680448027275078
"183",0.394501529702209,0.668501147704302,0.67671412421971,0.692529726063895
"184",0.704014502386651,0.602550269264454,0.718214198802244,0.683769819047581
"185",0.797944261302223,0.749108002818816,0.612781562452672,0.679562109149822
"186",0.943407457173168,0.680013658932959,0.678153210701174,0.680062923453003
"187",0.917612525709233,0.669524869329211,0.669258095975586,0.672214840231224
"188",0.699102964879702,0.772008189986061,0.693051457366254,0.682434001576347
"189",0.605014862273966,0.755028936602558,0.67622416433904,0.661860851384408
"190",0.622680074946499,0.673039886583826,0.685956172941366,0.675508897393801
"191",0.851957064971977,0.583101504297679,0.763717116165986,0.681741217630963
"192",0.59231161919431,0.667199119060332,0.690305219281191,0.671530623077404
"193",0.846895981963119,0.742701475325333,0.655631862234608,0.681876527207886
"194",0.615938997152179,0.593934296168738,0.659648178642396,0.687039802624906
"195",0.540134860991131,0.671521935427513,0.655152011020299,0.670161839081157
"196",0.858142657154026,0.60616527767707,0.638841934743332,0.678014998327581
"197",0.465045466110581,0.757604797792788,0.669739600634347,0.654200011270778
"198",0.787444437168156,0.827615188112387,0.643030261430355,0.664360245818061
"199",0.810051990637386,0.713809407586064,0.723605298784793,0.697121036367229
"200",0.828748074191305,0.640793281933384,0.70286494700876,0.689718345378502
"201",0.818895426435971,0.72917320447188,0.716821660675866,0.699982533789821
"202",0.660067555902404,0.713215491052911,0.664545821773944,0.672952118936169
"203",0.746839155633783,0.45548166197406,0.673872699313366,0.697313499216944
"204",0.774667322610314,0.486495460606691,0.667750695869592,0.665247465873485
"205",0.385577914804427,0.667203918393422,0.63433346943515,0.71006927480067
"206",0.84158089959673,0.682583533872034,0.742683780850175,0.672578222626605
"207",0.715180889827318,0.622583902972403,0.650193590157213,0.686251154060172
"208",0.918029470634618,0.645480714580894,0.628806680736328,0.651402278915845
"209",0.78469713293735,0.666417874784554,0.728424742008585,0.664088429634641
"210",0.795165245550814,0.58574875469331,0.695600654291074,0.679368237033167
"211",0.584213046492733,0.739815714435388,0.521886268873174,0.673852991620084
"212",0.731667433957909,0.80190943490781,0.704903038361297,0.670360429312262
"213",0.378539433871601,0.7162468980632,0.694628799037176,0.66067475819775
"214",0.74001698514488,0.673804738791856,0.720974119684687,0.658614169831963
"215",0.69156532091568,0.697493025750418,0.693109160616257,0.691821808371348
"216",0.709087705075643,0.740959902392592,0.643825618184321,0.665083596361307
"217",0.697709032643587,0.64796822649794,0.581143147662418,0.667007323932092
"218",0.768726050646245,0.591546165026358,0.691792649732054,0.694815650311913
"219",0.405161171841636,0.632740619453127,0.693764009979305,0.685432407759082
"220",0.615578149275452,0.710660531358428,0.754502513346985,0.673097203743564
"221",0.814913203836683,0.625945537164653,0.650402300866439,0.689682270256049
"222",0.663332534910168,0.668303635227341,0.706081188849445,0.655011889798226
"223",0.295039451141462,0.690349810727325,0.659925973674494,0.658774485897834
"224",0.797312031694602,0.463989077949944,0.697020774804402,0.678605442513285
"225",0.713639854851945,0.689873051674201,0.590003575012991,0.643097279763682
"226",0.873764799576523,0.699688137041935,0.72937026820033,0.693977782242419
"227",0.912971484848256,0.700351387032885,0.655574615730215,0.680984087385807
"228",0.537842927122238,0.742418034178306,0.701370784709361,0.688721776699565
"229",0.331247895470906,0.679097414060405,0.645898929240417,0.690365272505147
"230",0.314186555619694,0.76865427015172,0.587383157523338,0.673473971932427
"231",0.725509071569927,0.70908153681813,0.698185789196178,0.694500414318898
"232",0.537166196558832,0.629113688070005,0.650016644176794,0.687318484225964
"233",0.831145476837475,0.733102278083946,0.762468401067133,0.640806485128731
"234",0.816963491549079,0.719878498484548,0.655110459770026,0.698919136556272
"235",0.632557626179246,0.759095714748529,0.696131310492184,0.676673187944196
"236",0.694365911336332,0.701301182439492,0.731241902731202,0.67193813228261
"237",0.653596773567637,0.702403735541892,0.636082818077368,0.694026970074961
"238",0.656477789460031,0.749051867813604,0.739521903754389,0.679359393535233
"239",0.79265214183775,0.637269203788226,0.737485362433338,0.673095580082906
"240",0.655784765881118,0.726824624098199,0.702688657588664,0.681104813747541
"241",0.479368823321957,0.750304788044033,0.657236867347053,0.67503914230117
"242",0.496578802967527,0.645871124936818,0.677618757465247,0.712608237803057
"243",0.784014807064273,0.573336015109386,0.668419217281145,0.685394185058531
"244",0.272745354561338,0.467794495372649,0.730059101891601,0.683046145174439
"245",0.578443976303069,0.494321691513785,0.618754609019411,0.672288934336096
"246",0.155987301638058,0.731121530270844,0.726583794948883,0.640963055741473
"247",0.39414416439864,0.604617952400768,0.654362151236569,0.662834455681043
"248",0.883800505637022,0.617705809211468,0.676066821122533,0.705391863614398
"249",0.768554229695424,0.594298406439608,0.614882316696526,0.686479446562117
"250",0.821202571176705,0.589506658443968,0.679892739851683,0.692527714488373
"251",0.729164890132193,0.640645612348538,0.613787294571415,0.667935729778229
"252",0.632684648556209,0.686613331908117,0.7892134692769,0.692352133473921
"253",0.707654311864111,0.656988136775835,0.66644566610666,0.68532793572746
"254",0.706937290619518,0.708648300271699,0.695248244919015,0.682056226675764
"255",0.578835217823053,0.663214963160049,0.637855588211116,0.665996443471627
"256",0.527121254102667,0.70382179150711,0.672713785982143,0.655805583591542
"257",0.603642261206724,0.784531170860759,0.724061682261577,0.650712070215024
"258",0.713467770231117,0.61592948249235,0.678129917751652,0.688192069824682
"259",0.685983741958603,0.717570977589086,0.641894535528243,0.67978025197817
"260",0.612443275624825,0.647309764697377,0.707392108142519,0.685338918465537
"261",0.53453628882469,0.674965420627233,0.674050840033534,0.673595180538596
"262",0.490855614769321,0.66753724968821,0.748287595011849,0.675100097639073
"263",0.662791502685684,0.693847871662012,0.629532944168934,0.658614275649849
"264",0.653688961634542,0.645895204122405,0.689442928242792,0.660505509597466
"265",0.551215400862747,0.688802360873075,0.688405812649176,0.669841348399455
"266",0.852279905954707,0.710494952678945,0.714032198302715,0.679967609397424
"267",0.693040429772432,0.679657045725713,0.695577517866779,0.677137875884724
"268",0.393968147078238,0.691667591647967,0.654001647978888,0.685193197169771
"269",0.722536224861817,0.683531638990283,0.629704767073009,0.670443520800083
"270",0.634461927081773,0.745625213028076,0.643814200948511,0.675036914663523
"271",0.37976004195062,0.54334645857355,0.669125917477941,0.681057861145017
"272",0.720689929059888,0.676223364125146,0.687114493045843,0.677322718195929
"273",0.533086553491587,0.601143580247541,0.684930387216091,0.69244298862799
"274",0.0164481492705497,0.799406319395799,0.661313899789679,0.682359669380778
"275",0.877497946772553,0.769805634763743,0.727925634870042,0.673119962220099
"276",0.816782468574191,0.559295381687449,0.747276779435334,0.653236638419312
"277",0.837554137012317,0.681695460492076,0.620901735725174,0.687688790936044
"278",0.697756987609146,0.801620488687884,0.598216189519288,0.671665147312468
"279",0.869433539821687,0.746814032646149,0.621884619899797,0.667700700347839
"280",0.754763157478997,0.706051369917339,0.703705401888628,0.660524475172849
"281",0.72898741398096,0.503968951656467,0.762432084925585,0.697468190199169
"282",0.801394702153535,0.656743865855386,0.651161969643805,0.671430529846829
"283",0.852119407217207,0.69266120368047,0.611497764624667,0.692404890594854
"284",0.0230673735926104,0.690912926691489,0.716818185067503,0.691679454982757
"285",0.673944375589527,0.688064295082721,0.70888299140672,0.682626690241741
"286",0.510703564866648,0.704415741842738,0.686435441097353,0.662809749255113
"287",0.540790142100569,0.724225158967189,0.718979004212323,0.671828622697901
"288",0.684543310095246,0.673146745527886,0.637100557419945,0.663611135644416
"289",0.516234916887776,0.659239534223785,0.688739187424106,0.665935857471005
"290",0.437939974491949,0.683696999550042,0.614881586014093,0.671374011026401
"291",0.799761229180059,0.755193863035263,0.690090826394581,0.710764834085777
"292",0.710259999366566,0.714998403636693,0.698844068751231,0.688913773741966
"293",0.575890567997631,0.621167298255681,0.579965809157601,0.680569704935195
"294",0.821168065401315,0.675477227769117,0.690905936357296,0.698639006762092
"295",0.550242030135244,0.756288818844282,0.624622137419535,0.671755532668626
"296",0.618430830498558,0.657660571864033,0.635637896225817,0.694823161017404
"297",0.741572979832617,0.660165920757002,0.590889823501389,0.686126346470166
"298",0.820631684408761,0.632314291446083,0.725973036920248,0.678013020317906
"299",0.694520005508306,0.757233232392771,0.635420706599751,0.678949939688433
"300",0.316363714644396,0.593210096913145,0.668406004812616,0.65617970231774
"301",0.509771082366834,0.699087897860797,0.547829891280425,0.705629499257575
"302",0.849805228088496,0.623111605920689,0.691370013809278,0.667613182328552
"303",0.875232243646871,0.560580241410638,0.649632584661167,0.683854802234955
"304",0.797029766745998,0.689712039391308,0.691574659063504,0.686803789713216
"305",0.831831746523407,0.758960016803978,0.715173745087227,0.668186752343658
"306",0.321590321773462,0.633353442396174,0.631910320839801,0.701934245144674
"307",0.624227957684028,0.753718375876211,0.612111311212993,0.66230009189176
"308",0.422648761077497,0.7928580603856,0.683908189004079,0.661484510728381
"309",0.521748592880208,0.746799758728531,0.641660158421366,0.681999352438282
"310",0.546741037231305,0.670977399059101,0.686592757632099,0.690187816456555
"311",0.898891743567339,0.675304002986192,0.703811445177893,0.663677015857888
"312",0.819076581848762,0.760042243039601,0.628107416680363,0.670965373008487
"313",0.721136514958316,0.714726069263243,0.743050558226959,0.71396953292001
"314",0.65361372808875,0.641785790775022,0.640818155356855,0.65458099723721
"315",0.848950714271065,0.688064383213921,0.702193335261355,0.680008136710832
"316",0.259394214016599,0.753816466702285,0.735929559723634,0.679136064633174
"317",0.61267017425618,0.688410805567197,0.666278294488899,0.668589825314333
"318",0.484940881961086,0.631212462626687,0.714247593311452,0.688825561338688
"319",0.591758365638096,0.657149786986308,0.690296799103239,0.653059907409605
"320",0.618571623952969,0.716055420606975,0.67562527723857,0.676524978647773
"321",0.894496168994631,0.69014542860197,0.668545271640668,0.64746463190922
"322",0.553010639518094,0.620485416330268,0.666522646800692,0.695713305133324
"323",0.133223036263431,0.721466560277535,0.651496962829318,0.643782989966484
"324",0.843140155153375,0.649168788368251,0.654511823225578,0.693969678041556
"325",0.589780804031977,0.622129151416296,0.720897082912658,0.671893698518832
"326",0.662466779070401,0.741123377004531,0.634515976795601,0.689339923088514
"327",0.950796924354636,0.655039723116849,0.750127332464267,0.687924801223668
"328",0.586370639263724,0.714428060114421,0.66330171134466,0.659331156342041
"329",0.340320860373096,0.645808737081962,0.671051281592526,0.676994022759807
"330",0.746102409741445,0.624251545565396,0.635998120617341,0.673791780711865
"331",0.877182534163308,0.453209012183983,0.664179280014319,0.705807372392565
"332",0.886810691752108,0.632724165512163,0.699708121514634,0.680046840799376
"333",0.34684579127008,0.653717141242404,0.661963416639283,0.680218760264421
"334",0.73356188747286,0.57783353086784,0.644432904993897,0.650627852185525
"335",0.570755820941637,0.502008983999421,0.668497145304745,0.699416524866446
"336",0.452628314527515,0.8104377171435,0.604424832289214,0.669211853283592
"337",0.753408046968913,0.705254933789729,0.606613717084651,0.686935765841961
"338",0.837024212439775,0.713600626389915,0.661706991542381,0.658918975324791
"339",0.877244279096461,0.665037966683226,0.65423957503179,0.666388256942652
"340",0.335669053444082,0.786900921858463,0.689637464707227,0.660300813476507
"341",0.704807997638966,0.733141996347651,0.642184498719705,0.658346537222369
"342",0.902430395852619,0.665392628727737,0.633987456225796,0.676439071504078
"343",0.756741689865539,0.733472712037201,0.627420622321052,0.677920086858393
"344",0.721953617233754,0.60710115390052,0.660371770488451,0.694058155676879
"345",0.759544722556825,0.638679251212188,0.711187243616377,0.66561430646464
"346",-0.114941975875673,0.728026355932421,0.68242807724972,0.695332260425157
"347",0.182237464396546,0.749200073869335,0.770481294430313,0.68882500121946
"348",0.581170845370745,0.705012037862819,0.752159960489268,0.66748258052161
"349",0.778296459614036,0.794037775164383,0.629234995225392,0.674562440071134
"350",0.829099796023601,0.721301883189125,0.736268981119078,0.645561583186691
"351",0.786481328871744,0.678458645938982,0.650899635697339,0.691498307990907
"352",0.667283706406776,0.59209909414571,0.781252166749081,0.674816861829963
"353",0.569970292308929,0.623582551277444,0.708643517156179,0.678836608999319
"354",0.764349467398158,0.620266842485239,0.707142697802971,0.682586726267424
"355",0.536946202670769,0.714671843354808,0.650065822962418,0.688513441914841
"356",0.283621699792024,0.619106519973303,0.737146173664692,0.714641437821052
"357",0.406437642828005,0.588721538568814,0.734588764572285,0.683029429700034
"358",0.800363359215494,0.661975450547422,0.661542132520942,0.650319182024572
"359",0.640605262944256,0.503192746773793,0.676062897571602,0.659734777353126
"360",0.590295633544779,0.638368969275309,0.699082447475442,0.67693142198131
"361",0.69485714764032,0.737781694812584,0.609538957585639,0.681717641854387
"362",0.691658873872369,0.703211858122989,0.641837051286191,0.648084432408335
"363",0.77462249369524,0.690256825021195,0.670384019864928,0.666889167176055
"364",0.896361156733486,0.61949338644164,0.625775468570364,0.693255361389842
"365",0.806967214253541,0.619805100458965,0.739211776447884,0.686325263554925
"366",0.813272183448695,0.596229134540283,0.718781429378909,0.684807883754183
"367",0.713949573310401,0.601770083534691,0.703501332505767,0.679773489386614
"368",0.755522736747936,0.681646616108126,0.674673920779501,0.669021562304738
"369",0.737406883991651,0.644460931936438,0.715933352230916,0.657541763450796
"370",0.536934135745077,0.661815834589519,0.620857585363312,0.676197449774875
"371",0.819515083944564,0.721598162801042,0.689047314167952,0.671562527297189
"372",0.579363606483239,0.731019959467175,0.677959657275944,0.680148498107873
"373",0.850297808777396,0.734081332189463,0.632259907918221,0.661754228116169
"374",0.847004037641759,0.722759116586525,0.621954817766262,0.693174740169714
"375",0.494635152643433,0.62079145169886,0.652685720396077,0.678579534244162
"376",0.77223810057961,0.559586288460213,0.698066512093348,0.665611366795605
"377",0.880369630082755,0.664882634567965,0.690257625350592,0.659911743278867
"378",0.676783959700428,0.675031491462021,0.641609752994629,0.667292134221065
"379",0.654183802872268,0.599442004090892,0.641921268093105,0.682499810472639
"380",0.675427832310044,0.758961748363252,0.693781279154719,0.701695173341
"381",0.596143771230004,0.681536816900343,0.72203053398358,0.69894517518477
"382",0.357100561562528,0.682742494105031,0.720297940228793,0.62940298278474
"383",0.470673244218094,0.73070470023958,0.708278073277294,0.648002957494637
"384",0.598593306567389,0.761517244112342,0.732624281272268,0.678859172305242
"385",0.529143931561607,0.792320712614409,0.683854870303864,0.674393273697229
"386",0.822498627560997,0.724570530956416,0.701489800065451,0.690060030520653
"387",0.613115809040596,0.72931367175369,0.684542147022438,0.680186459042046
"388",0.63034724969161,0.658660547816467,0.669036530760389,0.65040724994107
"389",0.698984764378382,0.714800552573937,0.743909050683258,0.664098475049485
"390",0.656609864721662,0.602739195450448,0.548381989868146,0.670304702894448
"391",0.390994940173865,0.723569043482882,0.651609811434358,0.682685083953995
"392",0.637606287795139,0.736879673423252,0.720565480160991,0.686607110070435
"393",0.421400985580311,0.662548573464989,0.678962687512327,0.65380639304239
"394",0.614682005706134,0.654264310669135,0.685187819250217,0.650609024217574
"395",0.759779812723766,0.570361601013933,0.718474072670578,0.679915436859302
"396",0.454266736397894,0.639145536113259,0.665425242535298,0.675100802162604
"397",0.873279569976652,0.60370084950003,0.597669907897659,0.684666266684582
"398",0.681710123630052,0.589527282287439,0.669073944035346,0.692252203561202
